quote,author,tags,likes
"Music is a moral law. It gives a soul to the universe, wings to the mind, flight to the imagination, a charm to sadness, and life to everything. It is the essence of order and leads to all that is good, just and beautiful of which it is the invisible, but nevertheless dazzling, passionate, and eternal form",Plato,,1
"Gymnastic as well as music should begin in early years; the training in it should be careful and should continue through life. Now my belief is,—and this is a matter upon which I should like to have your opinion in confirmation of my own, but my own belief is,—not that the good body by any bodily excellence improves the soul, but, on the contrary, that the good soul, by her own excellence, improves the body as far as this may be possible. What do you say? Yes, I agree. Then,",Plato,,1
"And can there be anything better for the interests of the State than that the men and women of a State should be as good as possible? There can be nothing better. And this is what the arts of music and gymnastic, when present in such manner as we have described, will accomplish? Certainly. Then we have made an enactment not only possible but in the highest degree beneficial to the State? True. Then let the wives of our guardians strip, for their virtue will be their robe, and let them share in the toils of war and the defence of their country; only in the distribution of labours the lighter are to be assigned to the women, who are the weaker natures, but in other respects their duties are to be the same. And as for the man who laughs at naked women exercising their bodies from the best of motives, in his laughter he is plucking 'A fruit of unripe wisdom,' and he himself is ignorant of what he is laughing at, or what he is about;—for that is, and ever will be, the best of sayings, That the useful is the noble and the hurtful is the base. Very",Plato,,1
For ayoung person cannot judge what is allegorical and what is literal; anything thathe receives into his mind at that age is likely to become indelible and unaltera-ble; and therefore it is most important that the tales which the young first hearshould be models of virtuous thoughts.,Plato,,1
"The law, I said, which is the sequel of this and of all that has preceded, is to the following effect,—'that the wives of our guardians are to be common, and their children are to be common, and no parent is to know his own child, nor any child his parent.' Yes, he said, that is a much greater wave than the other; and the possibility as well as the utility of such a law are far more questionable. I do not think, I said, that there can be any dispute about the very great utility of having wives and children in common; the possibility is quite another matter, and will be very much disputed. I",Plato,,1
"if someone got to see the Beautiful itself, absolute, pure, unmixed, not polluted by human flesh or colors or any other great nonsense of mortality, but if he could see the divine Beauty itself in its one form? Do you think it would be a poor life for a human being to look there and to behold it by that which he ought, and to be with it? Or haven't you remembered that in that life alone, when he looks at Beauty in the only way what Beauty can be seen - only then will it become possible for him to give birth no to images of virtue (because he's in touch with no images) but to true virtue (because he is in touch with the true Beauty). The love of the gods belongs to anyone who has given birth to true virtue and nourished it, and if any human being could become immortal, it would be he.",Plato,beauty eros love true-virtue,1
"Then, when the rhetorician is more persuasive than the physician, the ignorant is more persuasive with the ignorant than he who has knowledge?—is not that the inference?",Plato,,1
"They will begin by taking the State and the manners of men, from which, as from a tablet, they will rub out the picture, and leave a clean surface. This is no easy task. But whether easy or not, herein will lie the difference between them and every other legislator,—they will have nothing to do either with individual or State, and will inscribe no laws, until they have either found, or themselves made, a clean surface. They will be very right, he said. Having effected this, they will proceed to trace an outline of the constitution? No doubt. And when they are filling in the work, as I conceive, they will often turn their eyes upwards and downwards: I mean that they will first look at absolute justice and beauty and temperance, and again at the human copy; and will mingle and temper the various elements of life into the image of a man; and this they will conceive according to that other image, which, when existing among men, Homer calls the form and likeness of God. Very true, he said. And one feature they will erase, and another they will put in, until they have made the ways of men, as far as possible, agreeable to the ways of God? Indeed, he said, in no way could they make a fairer picture. And",Plato,,1
"True, how could they see anything but the shadows if they were never allowed to move their heads?",Plato,,1
Самая лучшая победа для человека - это покорить себя самого: быть же покоренным собою постыднее и ниже всего.,Plato,motivational,1
"And if you have art, then, as I was saying, in falsifying your promise that you would exhibit Homer, you are not dealing fairly with me. But if, as I believe, you have no art, but speak all these beautiful words about Homer unconsciously under his inspiring influence, then I acquit you of dishonesty, and shall only say that you are inspired. Which do you prefer to be thought, dishonest or inspired? ION:",Plato,,1
"You, I said, who are their legislator, having selected the men, will now select the women and give them to them;—they must be as far as possible of like natures with them; and they must live in common houses and meet at common meals. None of them will have anything specially his or her own; they will be together, and will be brought up together, and will associate at gymnastic exercises. And so they will be drawn by a necessity of their natures to have intercourse with each other—necessity is not too strong a word, I think? Yes,",Plato,,1
"but the other question of the rulers must be investigated from the very beginning. We were saying, as you will remember, that they were to be lovers of their country, tried by the test of pleasures and pains, and neither in hardships, nor in dangers, nor at any other critical moment were to lose their patriotism—he was to be rejected who failed, but he who always came forth pure, like gold tried in the refiner's fire, was to be made a ruler, and to receive honours and rewards in life and after death.",Plato,,1
"I shouldn’t like to take my oath on the whole story, but one thing I am ready to fight for as long as I can, in word and act—that is, that we shall be better, braver, and more active men if we believe it right to look for what we don’t know than if we believe there is no point in looking because what we don’t know we can never discover.",Plato,bravery virute wisdom,1
"How will you go about finding that thing the nature of which is totally unknown to you?"" (Plato)",Plato,,1
"Why, I said, the principle has been already laid down that the best of either sex should be united with the best as often, and the inferior with the inferior, as seldom as possible; and that they should rear the offspring of the one sort of union, but not of the other, if the flock is to be maintained in first-rate condition. Now these goings on must be a secret which the rulers only know, or there will be a further danger of our herd, as the guardians may be termed, breaking out into rebellion. Very true. Had",Plato,,1
"Any one above or below the prescribed ages who takes part in the public hymeneals shall be said to have done an unholy and unrighteous thing; the child of which he is the father, if it steals into life, will have been conceived under auspices very unlike the sacrifices and prayers, which at each hymeneal priestesses and priest and the whole city will offer, that the new generation may be better and more useful than their good and useful parents, whereas his child will be the offspring of darkness and strange lust. Very true, he replied. And the same law will apply to any one of those within the prescribed age who forms a connection with any woman in the prime of life without the sanction of the rulers; for we shall say that he is raising up a bastard to the State, uncertified and unconsecrated. Very",Plato,,1
"Then no motive can be imagined why God should lie?None whatever.Then the superhuman and divine is absolutely incapable of falsehood?Yes.Then is God perfectly simple and true both in word and deed; he changes not;he deceives not, either by sign or word, by dream or waking vision.Your thoughts, he said, are the reflection of my own.You agree with me then, I said, that this is the second type or form in which weshould write and speak about divine things. The gods are not magicians whotransform themselves, neither do they deceive mankind in any way.I grant that.",Plato,,1
"Wherefore also finding the whole visible sphere not at rest, but moving in an irregular and disorderly fashion, out of disorder he brought order, considering that this was in every way better than the other.",Plato,,1
Even the Gods love jokes.,Plato,,1
"Ξένος: διὸ δὴ καὶ τότ᾽ ἤδη θεὸς ὁ κοσμήσας αὐτόν, καθορῶν ἐν ἀπορίαις ὄντα, κηδόμενος ἵνα μὴ χειμασθεὶς ὑπὸ ταραχῆς διαλυθεὶς εἰς τὸν τῆς ἀνομοιότητος ἄπειρον ὄντα πόντον δύῃ, πάλιν ἔφεδρος αὐτοῦ τῶν πηδαλίων γιγνόμενος, τὰ νοσήσαντα καὶ λυθέντα ἐν τῇ καθ᾽ ἑαυτὸν προτέρᾳ περιόδῳ στρέψας, κοσμεῖ τε καὶ ἐπανορθῶν ἀθάνατον αὐτὸν καὶ ἀγήρων ἀπεργάζεται.",Plato,,1
"Inasmuch as philosophers only are able to grasp the eternal and unchangeable, and those who wander in the region of the many and variable are not philosophers, I must ask you which of the two classes should be the rulers of our State? And how can we rightly answer that question? Whichever of the two are best able to guard the laws and institutions of our State—let them be our guardians. Very",Plato,,1
"there is simple ignorance, which is the source of lighter offences, and double ignorance, which is accompanied by a conceit of wisdom; and he who is under the influence of the latter fancies that he knows all about matters of which he knows nothing.",Plato,,1
"The hour of departure has arrived, and we go our ways—I to die, and you to live. Which is better God only knows.",Plato,,1
commitment,Plato,,1
"Shall we try to find a common basis by asking of ourselves what ought to be the chief aim of the legislator in making laws and in the organization of a State,—what is the greatest good, and what is the greatest evil, and then consider whether our previous description has the stamp of the good or of the evil? By all means. Can there be any greater evil than discord and distraction and plurality where unity ought to reign? or any greater good than the bond of unity? There cannot. And there is unity where there is community of pleasures and pains—where all the citizens are glad or grieved on the same occasions of joy and sorrow? No doubt. Yes;",Plato,,1
"There neither is nor ever will be a treatise of mine on the subject. For it does not admit of exposition like other branches of knowledge; but after much converse about the matter itself and a life lived together, suddenly a light, as it were, is kindled in one soul by a flame that leaps to it from another, and thereafter sustains itself.",Plato,,1
The civilized East is immeasurably in advance of any savage tribes; the Greeks and Romans have improved upon the East; the Christian nations have been stricter in their views of the marriage relation than any of the ancients.,Plato,,1
"And they will have a common interest in the same thing which they will alike call 'my own,' and having this common interest they will have a common feeling of pleasure and pain? Yes, far more so than in other States. And the reason of this, over and above the general constitution of the State, will be that the guardians will have a community of women and children? That will be the chief reason. And this unity of feeling we admitted to be the greatest good, as was implied in our own comparison of a well-ordered State to the relation of the body and the members, when affected by pleasure or pain? That we acknowledged, and very rightly. Then the community of wives and children among our citizens is clearly the source of the greatest good to the State? Certainly. And",Plato,,1
"And if we only have a guardian who has this knowledge our State will be perfectly ordered? Of course, he replied; but I wish that you would tell me whether you conceive this supreme principle of the good to be knowledge or pleasure, or different from either? Aye,",Plato,,1
"And from all these evils they will be delivered, and their life will be blessed as the life of Olympic victors and yet more blessed. How so? The Olympic victor, I said, is deemed happy in receiving a part only of the blessedness which is secured to our citizens, who have won a more glorious victory and have a more complete maintenance at the public cost. For the victory which they have won is the salvation of the whole State; and the crown with which they and their children are crowned is the fulness of all that life needs; they receive rewards from the hands of their country while living, and after death have an honourable burial. Yes,",Plato,,1
"«Poderoso Júpiter, dadnos bienes; ya te los pidamos o no, y aleja de nosotros los males, aun cuando te los pidamos.»",Plato,,1
"I would not swear that my argument is right down to the lastword, but I would fight to the last breath, both in word and deed, that we will be bettermen – brave instead of lazy – if we will believe we must search for the things we do notknow; if we will refuse to believe it is not possible to find out what we do not know andthat there is no point in looking.",Plato,,1
"I have said enough in answer to the charge of Meletus: any elaborate defence is unnecessary, but I know only too well how many are the enmities which I have incurred, and this is what will be my destruction if I am destroyed;—not Meletus, nor yet Anytus, but the envy and detraction of the world, which has been the death of many good men, and will probably be the death of many more; there is no danger of my being the last of them.",Plato,,1
"...there will be no injustice in compelling our philosophers to have a care and providence of others; we shall explain to them that in other States, men of their class are not obligated to share in the toils of politics: and this is reasonable, for they grow up at their own sweet will, and the government would rather not have them.",Plato,,1
"To the passionate language of Parmenides, Plato replies in a strain equally passionate:--What! has not Being mind? and is not Being capable of being known? and, if this is admitted, then capable of being affected or acted upon?--in motion, then, and yet not wholly incapable of rest. Already we have been compelled to attribute opposite determinations to Being. And the answer to the difficulty about Being may be equally the answer to the difficulty about Not-being.",Plato,,1
"De l’espèce d’âme qui a la plus haute autorité en nous, voici l’idée qu’il faut s’en faire : c’est que Dieu nous l’a donnée comme un génie, et c’est le principe que nous avons dit logé au sommet de notre corps, et qui nous élève de la terre vers notre parenté céleste, car nous sommes une plante du ciel, non de la terre, nous pouvons l’affirmer en toute vérité. Car Dieu a suspendu notre tête et notre racine à l’endroit où l’âme fut primitivement engendrée et a ainsi dressé tout notre corps vers le ciel. Or, quand un homme s’est livré tout entier à ses passions ou à ses ambitions et applique tous ses efforts à les satisfaire, toutes ses pensées deviennent nécessairement mortelles, et rien ne lui fait défaut pour devenir entièrement mortel, autant que cela est possible, puisque c’est à cela qu’il s’est exercé.Mais lorsqu’un homme s’est donné tout entier à l’amour de la science et à la vraie sagesse et que, parmi ses facultés, il a surtout exercé celle de penser à des choses immortelles et divines, s’il parvient à atteindre la vérité, il est certain que, dans la mesure où il est donné à la nature humaine de participer à l’immortalité, il ne lui manque rien pour y parvenir ; et, comme il soigne toujours la partie divine et maintient en bon état le génie qui habite en lui, il doit être supérieurement heureux.",Plato,,1
"For know that this is the command of God; and I believe that no greater good has ever happened in the state than my service to the God. For I do nothing but go about persuading you all, old and young alike, not to take thought for your persons or your properties, but first and chiefly to care about the greatest improvement of the soul. I tell you that virtue is not given by money, but that from virtue comes money and every other good of man, public as well as private. This is my teaching, and if this is the doctrine which corrupts the youth, I am a mischievous person.",Plato,,1
"Like mythology, Greek philosophy has a tendency to personify ideas. And the Sophist is not merely a teacher of rhetoric for a fee of one or fifty drachmae (Crat.), but an ideal of Plato's in which the falsehood of all mankind is reflected.",Plato,,1
"mean that we must mount them on horses in their earliest youth, and when they have learnt to ride, take them on horseback to see war: the horses must not be spirited and warlike, but the most tractable and yet the swiftest that can be had. In this way they will get an excellent view of what is hereafter to be their own business; and if there is danger they have only to follow their elder leaders and escape. I",Plato,,1
"There is no need, however, to be angry at this ambition of theirs-- which may be forgiven; for every man ought to be loved who says and manfully pursues and works out anything which is at all like wisdom: at the same time we shall do well to see them as they really are.",Plato,,1
The clearest argument against Plato’s authorship is probably that Plato never wrote a work whose interpretation was as simple and straightforward as that of Alcibiades.,Plato,,1
"The difference between the two classes is often a trivial concern; but in a state, and when affecting really important matters, becomes of all disorders the most hateful.",Plato,,1
"Ali,srecnice moj,mozda sam ja nista,a ti to ne primecujes.",Plato,gozba sokrat,1
ought the just to injure any one at all?,Plato,,1
"The ordinary logic is also jealous of the explanation of negation as relation, because seeming to take away the principle of contradiction. Plato, as far as we know, is the first philosopher who distinctly enunciated this principle; and though we need not suppose him to have been always consistent with himself, there is no real inconsistency between his explanation of the negative and the principle of contradiction. Neither the Platonic notion of the negative as the principle of difference, nor the Hegelian identity of Being and Not-being, at all touch the principle of contradiction. For what is asserted about Being and Not-Being only relates to our most abstract notions, and in no way interferes with the principle of contradiction employed in the concrete. Because Not-being is identified with Other, or Being with Not-being, this does not make the proposition 'Some have not eaten' any the less a contradiction of 'All have eaten.",Plato,,1
That the makers of laws are the majority who are weak; and they make laws and distribute praises and censures with a view to themselves and to their own interests.,Plato,justice law majority,1
Courage is a kind of salvation.,Plato,,1
Handwriting is the shackle of the mind.,Plato,handwriting,1
What else can one do in the time before sunset?,Plato,,1
"Then, in order that we may see clearly what we are doing, let us imagine democracy to be divided, as indeed it is, into three classes; for in the first place freedom creates rather more drones in the democratic than there were in the oligarchical State. That is true. And in the democracy they are certainly more intensified. How so? Because in the oligarchical State they are disqualified and driven from office, and therefore they cannot train or gather strength; whereas in a democracy they are almost the entire ruling power, and while the keener sort speak and act, the rest keep buzzing about the bema and do not suffer a word to be said on the other side; hence in democracies almost everything is managed by the drones. Very",Plato,,1
"To refer a subject to a negative class is unmeaning, unless the 'not' is a mere modification of the positive, as in the example of 'not honourable' and 'dishonourable'; or unless the class is characterized by the absence rather than the presence of a particular quality.",Plato,,1
We can easily forgive a child who is afraid of the dark; the real tragedy is when men are afraid of the light,Plato,,1
"And this is proved by the fact that when he obtains the power, he immediately becomes unjust as far as he can be.",Plato,,1
"Although I do not suppose that either of us knows anything really beautiful and good, I am better off than he is,--for he knows nothing, and thinks that he knows; I neither know nor think that I know. (Socrates)",Plato,epistemic-humility humility socrates,1
spurious,Plato,,1
"What could be the meaning of this—that he who knew nothing, and knew that he knew nothing, should be declared by the oracle to be the wisest of men? Reflecting upon the answer, he determined to refute it by finding 'a wiser;' and first he went to the politicians, and then to the poets, and then to the craftsmen, but always with the same result—he found that they knew nothing, or hardly anything more than himself; and that the little advantage which in some cases they possessed was more than counter-balanced by their conceit of knowledge. He knew nothing, and knew that he knew nothing: they knew little or nothing, and imagined that they knew all things.",Plato,,1
"This much I ask from them: when my sons grow up, avenge yourselves by, causing them the same kind of grief that I caused you, if you think they care for money or anything else more than they care for virtue, or if they think they are somebody when they are nobody. Reproach them as I reproach you, that they do not care for the right things and think they are worthy when they are not worthy of anything. If you do this, I shall have been justly treated by you, and my sons also. Now the hour to part has come. I go to die, you go to live.",Plato,,1
"Socrates : So you see that ignorance of certain things is for certain persons in certain states a good, not an evil, as you supposed just now.Alcibiades : It seems to be.Socrates : Then if you care to consider the sequel of this, I daresay it will surprise you.Alcibiades :What may that be, Socrates?Socrates : I mean that, generally speaking, it rather looks as though the possession of the sciences as a whole, if it does not include possession of the science of the best, will in a few instances help, but in most will harm, the owner. Consider it this way: must it not be the case, in your opinion, that when we are about to do or say anything, we first suppose that we know, or do really know, the thing we so confidently intend to say or do?[144d]",Plato,,1
"The true lover of learning then must from his earliest youth, as far as in him lies, desire all truth...",Plato,inspiring learn love teach truth youth,1
"question—What is justice, stripped of appearances?",Plato,,1
"I am wiser than this man, for neither of us appears to know anything great and good; but he fancies he knows something, although he knows nothing; whereas I, as I do not know anything, so I do not fancy I do. In this trifling particular, then, I appear to be wiser than he, because I do not fancy I know what I do not know.",Plato,,1
"As the Pre- Socratic philosopher failed to distinguish between the universal and the true, while he placed the particulars of sense under the false and apparent, so Plato appears to identify negation with falsehood, or is unable to distinguish them. The greatest service rendered by him to mental science is the recognition of the communion of classes, which, although based by him on his account of 'Not-being,' is independent of it.",Plato,,1
"Then a slice of our neighbours’ land will be wanted by us for pasture and tillage,and they will want a slice of ours, if, like ourselves, they exceed the limit ofnecessity, and give themselves up to the unlimited accumulation of wealth?That, Socrates, will be inevitable.And so we shall go to war, Glaucon. Shall we not?Most certainly, he replied.",Plato,,1
"Това е един от законите и предписанията, който се отнася до боговете и според който трябва ораторите да говорят и поетите да пишат: бог не е причина за всичко, а само за доброто.",Plato,,1
"Следователно бог е същество просто и истинно в дела и думи и нито сам се изменя, нито измамва другите нито с призраци, нито с думи, нито наяве, нито насън.",Plato,,1
"...които трябва да бъдат свободни и да се страхуват повече от робството, отколкото от смъртта.",Plato,,1
"thither I went, and sought to persuade every man among you that he must look to himself, and seek virtue and wisdom before he looks to his private interests, and look to the state before he looks to the interests of the state; and that this should be the order which he observes in all his actions.",Plato,,1
Crito we owe a rooster to Aesculapius,Plato,,1
"La misantropia nasce dal riporre eccessiva fiducia in qualcuno senza una conoscenza tecnica, dal ritenere un uomo completamente veritiero, sano e affidabile, e dallo scoprire dopo poco tempo che è cattivo e inaffidabile, e così ancora con altri. E quando uno soffra molte volte per questa stessa esperienza, e soprattutto da parte di quelli che considera più vicini e più amici, allora, per i ripetuti colpi, finisce per odiare tutti e per ritenere che non ci sia niente di sincero in nessuno. Non ti sei accorto che è così che succede?"".""Certo"" risposi.""E questo - disse - non è brutto? e non è chiaro che chi agisce così cerca di trattare le persone senza una conoscenza specifica delle cose umane? Se infatti agisse con questa conoscenza, li giudicherebbe così come sono, alcuni estremamente buoni o cattivi, e la maggioranza mediocremente buona o cattiva"".",Plato,fedone misantropia misologia natura-umana platone,1
"Then many strange people will be philosophers, for the lovers of sights seem to be included, since they take pleasure in learning things. And the lovers of sounds are very strange people to include as philosophers, for they would never willingly attend a serious discussion or spend their time that way, yet they run around to all the Dionysiac festivals, omitting none, whether in cities or villages, as if their ears were under contract to listen to every chorus. Are we to say that these people— and those who learn similar things or petty crafts— are philosophers?No, but they are like philosophers.And who are the true philosophers?Those who love the sight of truth.",Plato,philosophers republic,1
"Is the pious loved by the gods because it is pious, or is it pious because it is loved by the gods?",Plato,,1
"Fedro habla como un joven, pero joven cuyas pasiones se han purificado con el estudio de la filosofía; Pausanias, como hombre maduro, a quien la edad y la filosofía han enseñado lo que no sabe la juventud; Erixímaco se explica como médico; Aristófanes tiene la elocuencia del poeta cómico, ocultando bajo una forma festiva pensamientos profundos; Agatón se expresa como poeta. En fin, después de todos los demás y cuando la teoría se ha elevado por grados, Sócrates la completa y la expresa en un lenguaje maravilloso, propio de un sabio, de un inspirado.",Plato,,1
"Then now, Thrasymachus, there is no longer any doubt that neither arts nor governments provide for their own interests; but, as we were before saying, they rule and provide for the interests of their subjects who are the weaker and not the stronger—to their good they attend and not to the good of the superior. And this is the reason, my dear Thrasymachus, why, as I was just now saying, no one is willing to govern; because no one likes to take in hand the reformation of evils which are not his concern without remuneration. For, in the execution of his work, and in giving his orders to another, the true artist does not regard his own interest, but always that of his subjects; and therefore in order that rulers may be willing to rule, they must be paid in one of three modes of payment, money, or honour, or a penalty for refusing. What",Plato,,1
"For the philosopher is wholly unacquainted with his next-door neighbour; he is ignorant, not only of what he is doing, but he hardly knows whether he is a man or an animal; he is searching into the essence of man, and busy in enquiring what belongs to such a nature to do or suffer different from any other;—I think that you understand me, Theodorus?",Plato,,1
"SOCRATES: Then let me raise another question; there is such a thing as ‘having learned’? GORGIAS: Yes. SOCRATES: And there is also ‘having believed’? GORGIAS: Yes. SOCRATES: And is the ‘having learned’ the same as ‘having believed,’ and are learning and belief the same things? GORGIAS: In my judgment, Socrates, they are not the same. SOCRATES: And your judgment is right, as you may ascertain in this way:— If a person were to say to you, ‘Is there, Gorgias, a false belief as well as a true?’—you would reply, if I am not mistaken, that there is. GORGIAS: Yes. SOCRATES: Well, but is there a false knowledge as well as a true? GORGIAS: No. SOCRATES: No, indeed; and this again proves that knowledge and belief differ.",Plato,,1
"This image of eternity is what we have come to call ""time"", since along with the creation of the universe he devised and created days, nights, months, and years, which did not exist before the creation of the universe. They are all parts of time, and 'was' and 'will be' are created aspects of time which we thoughtlessly and mistakenly apply to that which is eternal. For we say that it was, is, and will be, when in fact only 'is' truly belongs to it, while 'was' and 'will be' are properties of things that are created and that change over time, since 'was' and 'will be' are both changes.",Plato,,1
"Simonides, then, after the manner of poets, would seem to have spoken darkly of the nature of justice; for he really meant to say that justice is the giving to each man what is proper to him, and this he termed a debt. That",Plato,,1
"Now the worst part of the punishment is that he who refuses to rule is liable to be ruled by one who is worse than himself. And the fear of this, as I conceive, induces the good to take office, not because they would, but because they cannot help—not under the idea that they are going to have any benefit or enjoyment themselves, but as a necessity, and because they are not able to commit the task of ruling to any one who is better than themselves, or indeed as good. For there is reason to think that if a city were composed entirely of good men, then to avoid office would be as much an object of contention as to obtain office is at present; then we should have plain proof that the true ruler is not meant by nature to regard his own interest, but that of his subjects; and every one who knew this would choose rather to receive a benefit from another than to have the trouble of conferring one. So far am I from agreeing with Thrasymachus that justice is the interest of the stronger.",Plato,,1
"Wonder is the feeling of the philosopher, and philosophy begins in wonder.",Plato,inspirational,1
"Some people are born to get married, have children and live happily ever after, and others to became philosophers.",Plato,philosophy plato the-republic,1
"...[T]he right way is to give one's attention first to the highest good of the young, just as you expect a good gardener to give his attention first to the young plants, and after that to the others. - Socrates",Plato,politics religion,1
"Then the one which is not, if it is to maintain itself, must have the being of not-being as the bond of not-being, just as being must have as a bond the not-being of not-being in order to perfect its own being; for the truest assertion of the being of being and of the not-being of not-being is when being partakes of the being of being, and not of the being of not- being--that is, the perfection of being; and when not-being does not partake of the not-being of not-being but of the being of not-being--that is the perfection of not-being.",Plato,,1
"But when the cobbler or any other man whom nature designed to be a trader, having his heart lifted up by wealth or strength or the number of his followers, or any like advantage, attempts to force his way into the class of warriors, or a warrior into that of legislators and guardians, for which he is unfitted, and either to take the implements or the duties of the other; or when one man is trader, legislator, and warrior all in one, then I think you will agree with me in saying that this interchange and this meddling of one with another is the ruin of the State. Most true. Seeing",Plato,,1
"Öyleyse dostum, insanlara yapılan kötülük onları doğruluktan uzaklaştırır",Platon,doğruluk-kötülük,1
Philebus,Plato,,1
"Evils, Theodorus, can never pass away; for there must always remain something which is antagonistic to good. Having no place among the gods in heaven, of necessity they hover around the mortal nature, and this earthly sphere. Wherefore we ought to fly away from earth to heaven as quickly as we can; and to fly away is to become like God, as far as this is possible; and to become like him, is to become holy, just, and wise.",Plato,,1
"Doğru olan, yalnız güçlünün işine geleni yapmak değil, tersini de, işine gelmeyeni yapmaktır",Platon,,1
"O halde, her bilgi, kendinden üstün olanın işine geleni değil, kendi yönetimi altında olanın yani güçsüzün işine geleni gözetir ve buyurur.",Platon,,1
"and we must endeavour to persuade those who are to be the principal men of our State to go and learn arithmetic, not as amateurs, but they must carry on the study until they see the nature of numbers with the mind only;",Plato,,1
"But the question is not quite so easy when we proceed to ask whether these principles are three or one; whether, that is to say, we learn with one part of our nature, are angry with another, and with a third part desire the satisfaction of our natural appetites; or whether the whole soul comes into play in each sort of action—to determine that is the difficulty. Yes, he said; there lies the difficulty. Then",Plato,,1
"For to fear death, gentlemen, is only to think you are wise when you are not; for it is to think you know what you don’t know. No one knows whether death is really the greatest blessing a man can have, but they fear it is the greatest curse, as if they knew well. Surely this is the objectionable kind of ignorance, to think one knows what one does not know? But in this, gentlemen, here also perhaps I am different from the general run of mankind, and if I should claim to be wiser than someone in something it would be in this, that as I do not know well enough about what happens in the house of Hades, so I do not think I know; but to do wrong, and to disobey those who are better than myself, whether god or man, that I know to be bad and disgraceful.",Plato,,1
"The society we have described can never grow into a reality or see the light of day, and there will be no end to the troubles of states, or indeed, my dear Glaucon, of humanity itself, till philosophers become rulers in this world, or till those we now call kings and rulers really and truly become philosophers, and political power and philosophy thus come into the same hands.",Plato,philosophy-of-life,1
"What do you mean? he asked. Beginning with the State, I replied, would you say that a city which is governed by a tyrant is free or enslaved? No city, he said, can be more completely enslaved. And",Plato,,1
the rulers make laws for their own interests. But,Plato,,1
All wars are undertaken for the acquisition of wealth,Plato,,1
"Não é possível dar a outrem o que não se tem, bem como não é possível ensinar o que não se sabe.",Plato,,1
"Porque temer la muerte, atenienses, no es otra cosa que creerse sabio sin serlo, y creer conocer lo que no se sabe. En efecto, nadie conoce la muerte, ni sabe si es el mayor de los bienes para el hombre. Sin embargo, se la teme, como si se 68 supiese con certeza que es el mayor de todos los males.",Plato,,1
"Melito representa los poetas, Anito los políticos y artistas y Licon los oradores.",Plato,,1
originally,Plato,,1
"There’s no truth to that story’—that when a lover is available you should give your favors to a man who doesn’t love you instead, because he is in control of himself while the lover has lost his head. That wouldhave been fine to say if madness were bad, pure and simple; but in fact the best things we have come from madness, when it is given as a gift of the god.",Plato,,1
"..it is by justice that we can authentically measure man's value or his nullity... the absence of justice is the absence of what makes him a man,",Plato,,1
"And what about these, Socrates? Things that might seem absurd, like hair and mud and dirt, or anything else totally undignified and worthless? Are [d] you doubtful whether or not you should say that a form is separate for each of these, too, which in turn is other than anything we touch with our hands?",Plato,,1
"... aos seres humanos a paz, ao mar a calma;  Aos ventos o repouso, e na nossa dor o sono.",Plato,,1
"Doch jetzt ist's Zeit fortzugehen: für mich, um zu sterben, für euch, um zu leben. Wer von uns dem besseren Los entgegengeht, ist uns allen unbrkannt - das weiß nur Gott.",Plato,,1
"If, then, the ruler catches anybody beside himself lying in the State, 'Any of the craftsmen, whether he be priest or physician or carpenter,' he will punish him for introducing a practice which is equally subversive and destructive of ship or State. Most",Plato,,1
"There’s no truth to that story’—that when a lover is available you should give your favors to a man who doesn’t love you instead, because he is in control of himself while the lover has lost his head. That would have been fine to say if madness were bad, pure and simple; but in fact the best things we have come from madness, when it is given as a gift of the god.",Plato,,1
"Let us reflect in another way, and we shall see that there is great reason to hope that death is a good; for one of two things—either death is a state of nothingness and utter unconsciousness, or, as men say, there is a change and migration of the soul from this world to another. Now if you suppose that there is no consciousness, but a sleep like the sleep of him who is undisturbed even by dreams, death will be an unspeakable gain. For if a person were to select the night in which his sleep was undisturbed even by dreams, and were to compare with this the other days and nights of his life, and then were to tell us how many days and nights he had passed in the course of his life better and more pleasantly than this one, I think that any man, I will not say a private man, but even the great king will not find many such days or nights, when compared with the others. Now if death be of such a nature, I say that to die is gain; for eternity is then only a single night. But if death is the journey to another place, and there, as men say, all the dead abide, what good, O my friends and judges, can be greater than this?",Plato,,1
"Now tell me best of friends"" lmaoooo",Plato,,1
"The newest song which the singers have,' they will be afraid that he may be praising, not new songs, but a new kind of song; and this ought not to be praised, or conceived to be the meaning of the poet; for any musical innovation is full of danger to the whole State, and ought to be prohibited. So Damon tells me, and I can quite believe him;—he says that when modes of music change, the fundamental laws of the State always change with them. Yes,",Plato,,1
